año,Importe del contrato,Código del contrato,Proveedor o contratista,Siglas de la Institución,producto,Número del procedimiento,Descripción 3,Tipo de contratación,dia,Fecha de inicio del contrato
2022,825000.0,2736193,UBICACION TECNOLOGICA EN LINEA SA DE CV,BIRMEX,Laboratorio,LA-012NEF001-E20-2022,,Adquisiciones,08-06-2023,2022-03-29
2021,90678.43,2600655,SERVICIO Y VENTA DE INSUMOS MEDICOS ESPECIALI,SEMAR,,IA-013000999-E914-2021,,Adquisiciones,08-06-2023,2021-09-24
2022,60568.22,2782263,DISTRIBUIDORA BREAL SA DE CV,ININ,Laboratorio,AA-018T0Q001-E29-2022,,Adquisiciones,08-06-2023,2022-05-23
2022,427312.0,2888829,MEDIKAL-MUNERIS SA DE CV,INPER,Accesorios,AA-012NDE001-E305-2022,,Adquisiciones,08-06-2023,2022-10-14
2022,6372000.0,2922302,PROVEEDORA INTEGRAL DE EMPRESAS SA DE CV,SEMAR,Endoscopia,AA-013000999-E1412-2022,,Adquisiciones,08-06-2023,2022-10-13
2021,8800.0,2663851,ALDO CHAVEZ HERNANDEZ,IMSS,Instrumental quirurgico,AA-050GYR051-E375-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,479808.0,2567476,KAREN NATHALY BRETON GIRON,IMSS,Servicios,LA-050GYR041-E354-2020,,Servicios,08-06-2023,2021-01-15
2021,6500.0,2567461,DESARROLLO DE EQUIPOS ELECTROMEDICOS,HJM,Servicios,AA-012NAW001-E614-2021,,Adquisiciones,08-06-2023,2021-08-16
2021,503890.0,2663857,TECNO COMERCIAL PAKTLI SA DE CV,IMSS,Electroencefalografo,LA-050GYR041-E376-2021,,Adquisiciones,08-06-2023,2021-11-29
2022,686571.8,2839125,COMERCIALIZADORA Y DISTRIBUIDORA ADELFA SA DE,IMSS,,AA-050GYR018-E201-2022,,Adquisiciones,08-06-2023,2022-03-23
2022,1748495.0,2839129,COMERCIALIZADORA Y DISTRIBUIDORA ADELFA SA DE,IMSS,,AA-050GYR018-E201-2022,,Adquisiciones,08-06-2023,2022-03-23
2022,1073934.0,2839134,COMERCIALIZADORA Y DISTRIBUIDORA ADELFA SA DE,IMSS,,AA-050GYR018-E201-2022,,Adquisiciones,08-06-2023,2022-03-23
2022,327586.21,2742649,MEDICAL SCOPE SA DE CV,IMSS,Servicios,LA-050GYR039-E7-2022,,Adquisiciones,08-06-2023,2022-11-03
2022,818965.51,2742653,MEDIXSA SA DE CV,IMSS,Servicios,LA-050GYR039-E7-2022,,Adquisiciones,08-06-2023,2022-11-03
2022,154364.0,2742654,OLYMPUS AMERICA DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR039-E7-2022,,Adquisiciones,08-06-2023,2022-11-03
2022,1272365.0,2839139,COMERCIALIZADORA Y DISTRIBUIDORA ADELFA SA DE,IMSS,,AA-050GYR018-E201-2022,,Adquisiciones,08-06-2023,2022-03-23
2021,1136189.32,2657616,KARL STORZ ENDOSCOPIA MEXICO SA DE CV,INNN,,AA-012NCK001-E369-2021,,Adquisiciones,08-06-2023,2021-12-10
2021,3093860.0,2657635,BERCLAN SA DE CV,INNN,Lamparas,AA-012NCK001-E371-2021,,Adquisiciones,08-06-2023,2021-12-10
2022,36000.0,2915281,DAVID OMAR MARTINEZ GONZALEZ,IMSS,Servicios,AA-050GYR082-E110-2022,,Servicios,08-06-2023,2022-01-11
2022,84200.0,2800089,INTECS INSTRUMENTACION SA DE CV,CINVESTAV,Accesorios-oxigeno,AA-011L4J993-E141-2022,,Adquisiciones,08-06-2023,2022-06-24
2021,86206.9,2597132,SISTEMAS AUTOMATIZADOS E INDUSTRIALES DIVISIO,CIDETEQ,Servicios,AA-03890K001-E79-2021,,Adquisiciones,08-06-2023,2021-09-29
2022,2202000.0,2924207,PROVEEDORA INTEGRAL DE EMPRESAS SA DE CV,SEMAR,Oftalmo,IA-013000999-E828-2022,,Adquisiciones,08-06-2023,2022-07-24
2021,45000.0,2658007,LEYHO SA DE CV,CICY,Servicios,AA-03890Q010-E325-2021,,Servicios,08-06-2023,2021-11-03
2021,41400.0,2566790,IVG COMERCIALIZADORA SA DE CV,IPICYT,Servicios,AA-03891W001-E208-2021,,Servicios,08-06-2023,2021-08-17
2021,50701.1,2566803,INVENTORES EXITOSOS SAS DE CV,IPICYT,Servicios,AA-03891W001-E229-2021,,Servicios,08-06-2023,2021-08-17
2022,97780.0,2922107,DISTRIBUIDORA PAO SA DE CV,INP,Servicios,AA-012NCZ002-E154-2022,,Servicios,08-06-2023,2022-01-07
2022,292500.0,2742645,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,LA-050GYR039-E7-2022,,Adquisiciones,08-06-2023,2022-11-03
2021,286860.0,2566814,GRUPO ARENCIBIA SA DE CV,NAY,Balanza,AA-918002995-E25-2021,,Adquisiciones,08-06-2023,2021-08-02
2022,155172.0,2742658,REPRESENTACIONES Y DISTRIBUCIONES DEL RELLO S,IMSS,Servicios,LA-050GYR039-E7-2022,,Adquisiciones,08-06-2023,2022-11-03
2022,111999.99,2892747,INDUSTRIAS COBRAMEX SA DE CV,IMSS,Servicios,IA-050GYR069-E231-2022,,Servicios,08-06-2023,2022-10-21
2021,120689.66,2508276,BEMET INGENIERIA Y EQUIPO MEDICO SA DE CV,IMSS,Servicios,LA-050GYR020-E63-2021,,Adquisiciones,08-06-2023,2021-05-07
2021,30000.0,2596747,JUAN GABRIEL GARCIA CHAVEZ,CINVESTAV,Servicios,AA-011L4J996-E91-2021,,Servicios,08-06-2023,2021-10-01
2022,29000.0,2893591,EQUIPOS MEDICOS DEL SUR SA DE CV,IMSS,,AA-050GYR015-E353-2022,,Adquisiciones,08-06-2023,2022-10-21
2022,258307.0,2922373,COMERCIALIZADORA DE PRODUCTOS Y SERVICIOS DOP,SEMAR,Mesas,AA-013000999-E1412-2022,,Adquisiciones,08-06-2023,2022-10-13
2021,28373.7,2506322,CORPORATIVO NEOMEDICA SA DE CV,SEMAR,,IA-013000998-E5-2021,,Adquisiciones,08-06-2023,2021-05-14
2022,2017005.0,2926988,MEDICAL RECOVERY SA DE CV,IMSS,Consumibles,AA-050GYR020-E285-2022,,Adquisiciones,08-06-2023,2022-08-12
2022,14998500.0,2935164,SERVICIO Y VENTA DE INSUMOS MEDICOS ESPECIALI,ISSSTE,Otros,AA-051GYN020-E93-2022,,Adquisiciones,08-06-2023,2022-12-21
2021,655172.41,2509482,DAGOBERTO SAAIB RODRIGUEZ,IMSS,Servicios,AA-050GYR074-E104-2021,,Servicios,08-06-2023,2021-05-11
2021,3597600.0,2664651,ABSTEN DIAGNOSTIK SA DE CV,IMSS,Camas,LA-050GYR058-E540-2021,,Adquisiciones,08-06-2023,2021-11-05
2022,8819910.0,2763480,TECNOLOGIAS EOS MEDICAL SA DE CV,INSABI,Instrumental quirurgico,AA-012M7B998-E205-2021,,Adquisiciones,08-06-2023,2022-01-20
2021,270000.0,2664737,ESPECIALISTAS EN ESTERILIZACION Y ENVASE SA D,IMSS,,LA-050GYR058-E539-2021,,Adquisiciones,08-06-2023,2021-11-18
2021,1551724.13,2665154,PEDRO HUMBERTO CANEPA JIMENEZ,IMSS,Instrumental quirurgico,LA-050GYR015-E441-2020,,Arrendamientos,08-06-2023,2021-01-01
2022,58905.0,2819552,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E66-2022,,Adquisiciones,08-06-2023,2022-03-06
2022,2370689.64,2789269,SERVICIO Y VENTA DE INSUMOS MEDICOS ESPECIALI,IMSS,Servicios,AA-050GYR088-E43-2022,,Servicios,08-06-2023,2022-08-04
2021,447622.0,2603268,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INER,Ventilacion,AA-012NCD001-E476-2021,,Adquisiciones,08-06-2023,2021-08-31
2021,123220.0,2603277,FUJIFILM DE MEXICO SA DE CV,INER,Rayos x,AA-012NCD001-E481-2021,,Adquisiciones,08-06-2023,2021-08-31
2022,1914442.99,2902608,ECOSPHERE SA DE CV,CIMAV,Otros,AA-03890E999-E276-2022,,Adquisiciones,08-06-2023,2022-10-14
2022,426221.08,2923533,CARL ZEISS DE MEXICO SA DE CV,IMSS,,AA-050GYR029-E609-2022,,Adquisiciones,08-06-2023,2022-11-16
2022,17164300.0,2753673,TECNOLOGIA Y DISENO INDUSTRIAL SAPI DE CV,IMSS,Ortopedia,AA-050GYR082-E46-2022,,Adquisiciones,08-06-2023,2022-04-18
2022,295902.0,2822199,AGILENT TECHNOLOGIES MEXICO S DE RL DE CV,CIQA,Servicios,AA-03890U001-E103-2022,,Servicios,08-06-2023,2022-07-13
2021,4059762.0,2662910,COMPANIA INTERNACIONAL DE DISTRIBUCIONES SA D,IMSS,,LA-050GYR055-E418-2021,,Adquisiciones,08-06-2023,2021-11-11
2022,957282.54,2887479,FEI TECHNOLOGY DE MEXICO SA DE CV,IPN,Servicios,AA-011B00001-E5327-2022,,Servicios,08-06-2023,2022-10-15
2021,121500.0,2483973,BIOELECTRONICA E INSTRUMENTOS RAFIR SA DE CV,CINVESTAV,Accesorios-oxigeno,LA-011L4J995-E636-2021,,Adquisiciones,08-06-2023,2021-04-27
2022,429000.0,2931975,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,IMSS,Consumibles,AA-050GYR998-E1028-2022,,Adquisiciones,08-06-2023,2022-02-12
2022,9774900.0,2922174,HEALTHCARE SYSTEMS DE MEXICO SA DE CV,SEMAR,Ultrasonido,AA-013000999-E1412-2022,,Adquisiciones,08-06-2023,2022-10-13
2022,174952.0,2887039,DRAKKAR SYSTEMS & ELECTRONICS SA DE CV,IMP,Servicios,AA-018T0O002-E79-2022,,Adquisiciones,08-06-2023,2022-11-10
2022,14157.0,2901582,FISICA MEDICA FIMERA SA DE CV,IMSS,Rayos x,AA-050GYR032-E135-2022,,Adquisiciones,08-06-2023,2022-04-10
2022,324615.0,2889045,PRANATEC SA DE CV,IPN,,LA-011B00001-E3907-2022,,Adquisiciones,08-06-2023,2022-07-10
2021,853448.28,2508149,DISTRIBUIDORA DE EQUIPO MEDICO E INDUSTRIAL D,IMSS,Servicios,LA-050GYR020-E63-2021,,Adquisiciones,08-06-2023,2021-05-07
2021,362068.97,2508158,FLEXUS SA DE CV,IMSS,Servicios,LA-050GYR020-E63-2021,,Adquisiciones,08-06-2023,2021-05-07
2022,7282174.79,2924197,HOSPITIUM SOLUTIONS SA DE CV,SEMAR,Esterilizador,IA-013000999-E828-2022,,Adquisiciones,08-06-2023,2022-07-24
2021,327586.21,2508162,MIRA DE OCCIDENTE SA DE CV,IMSS,Servicios,LA-050GYR020-E63-2021,,Adquisiciones,08-06-2023,2021-05-07
2022,46.056000000000004,2824171,PERKIN ELMER DE MEXICO SA,IMTA,Servicios,AA-016RJE002-E8-2022,,Adquisiciones,08-06-2023,2022-08-08
2021,458724.0,2507205,CARL ZEISS DE MEXICO SA DE CV,INPSIQ,Servicios,AA-012M7F002-E82-2021,,Servicios,08-06-2023,2021-05-03
2022,35100.0,2890274,ADISAT SA DE CV,INP,Otros,AA-012NCZ001-E574-2022,,Adquisiciones,08-06-2023,2022-12-10
2021,84084.53,2597864,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-011L4J993-E249-2021,,Adquisiciones,08-06-2023,2021-10-05
2021,140112.0,2665840,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E1-2021,,Adquisiciones,08-06-2023,2021-01-11
2022,76800.0,2932045,SERVICIOS MEDICOS Y TECNICOS SA DE CV,IMSS,Consumibles,AA-050GYR998-E1028-2022,,Adquisiciones,08-06-2023,2022-02-12
2022,281000.0,2815714,FRANCISCO BARRERA NAVARRO,HJM,Servicios,AA-012NAW001-E482-2022,,Servicios,08-06-2023,2022-12-07
2022,520000.0,2821704,MANTENIMIENTO PREVENTIVO Y CORRECTIVO SA DE C,HGM,Transductores,AA-012NBD001-E308-2022,,Adquisiciones,08-06-2023,2022-04-08
2021,2389897.0,2664721,ADMINISTRADORA DE EQUIPOS MEDICOS SA DE CV,IMSS,,LA-050GYR058-E539-2021,,Adquisiciones,08-06-2023,2021-11-18
2022,46500000.0,2935177,FUJIFILM DE MEXICO SA DE CV,ISSSTE,Endoscopia,AA-051GYN020-E97-2022,,Adquisiciones,08-06-2023,2022-12-21
2022,4889500.0,2935178,DHB BIOMED CONSULTANT GROUP SA DE CV,ISSSTE,,AA-051GYN020-E98-2022,,Adquisiciones,08-06-2023,2022-12-23
2021,165000.0,2664728,MERSY CORP SA DE CV,IMSS,,LA-050GYR058-E539-2021,,Adquisiciones,08-06-2023,2021-11-18
2022,62250.0,2900241,METROLAB SA DE CV,CIQA,Servicios,AA-03890U001-E140-2022,,Servicios,08-06-2023,2022-10-26
2022,79044.0,2775941,METAS SA DE CV,CIQA,Servicios,AA-03890U001-E65-2022,,Servicios,08-06-2023,2022-05-18
2022,2694721.15,2747023,CARL ZEISS DE MEXICO SA DE CV,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,9591532.3,2747024,SIEMENS HEALTHCARE DIAGNOSTICS S DE RL DE CV,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,760152.0,2747025,VITALMEX COMERCIAL SA DE CV,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,333000.0,2747026,REPRESENTACIONES Y DISTRIBUCIONES DEL RELLO S,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,2262399.64,2747027,VITASANITAS SA DE CV,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,818594.0,2747028,ADISAT SA DE CV,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,4081192.0,2747029,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,HRAEB,Servicios,AA-012NBQ001-E51-2022,,Servicios,08-06-2023,2022-04-13
2022,83000.0,2931852,DISTRIBUIDORA INTERNACIONAL HOSPITALARIA SA D,IMSS,Consumibles,AA-050GYR998-E1028-2022,,Adquisiciones,08-06-2023,2022-02-12
2022,370700.0,2903061,JOSE ENRIQUE ANGULO GUTIERREZ,IMSS,Servicios,AA-050GYR029-E512-2022,,Adquisiciones,08-06-2023,2022-10-24
2021,792000.0,2507145,MEDIKAL-MUNERIS SA DE CV,IMSS,Servicios,LA-050GYR014-E248-2021,,Servicios,08-06-2023,2021-05-06
2021,150739.77,2602537,EL CRISOL SA DE CV,CINVESTAV,Laboratorio,AA-011L4J996-E98-2021,,Adquisiciones,08-06-2023,2021-10-07
2021,1569088.24,2483354,BIOMEDICA RAROCH SA DE CV,IMSS,Servicios,LA-050GYR025-E72-2021,,Servicios,08-06-2023,2021-04-13
2021,976237.35,2653866,KARL STORZ ENDOSCOPIA MEXICO SA DE CV,INER,Endoscopia,AA-012NCD001-E584-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,636000.0,2608339,SUMINISTRO PARA USO MEDICO Y HOSPITALARIO SA,HJM,Servicios,AA-012NAW001-E848-2021,,Servicios,08-06-2023,2021-10-01
2021,1278341.0,2608346,ELECTRONICA Y MEDICINA SA,HJM,Servicios,AA-012NAW001-E849-2021,,Arrendamientos,08-06-2023,2021-10-11
2021,448430.13,2608514,MAC INGENIERIA Y DESARROLLO SA DE CV,IMSS,Servicios,AA-050GYR994-E224-2021,,Servicios,08-06-2023,2021-10-18
2022,77500.0,2866521,ELECTRONICA Y MEDICINA SA,SEMAR,Servicios,AA-013000999-E1377-2022,,Servicios,08-06-2023,2022-09-20
2022,3272940.0,2771988,LUIS ARIEL VALDERRABANO IBARRA,IMSS,Servicios,IA-050GYR001-E76-2022,,Servicios,08-06-2023,2022-05-18
2022,77000.0,2941689,ADMINISTRACION PROFESIONAL DE SERVICIOS XOLUC,CICY,Servicios,AA-03890Q010-E219-2022,,Servicios,08-06-2023,2022-04-11
2022,162500.0,2756939,COMERCIALIZADORA DE LABORATORIO Y MEDICINA SA,INMEGEN,Servicios,AA-012NCH001-E62-2022,,Servicios,08-06-2023,2022-01-04
2021,1050862.0,2654467,INSTRUMENTOS Y EQUIPOS FALCON SA DE CV,CICY,Laboratorio,AA-03890Q010-E282-2021,,Adquisiciones,08-06-2023,2021-11-08
2021,119894.06,2483836,ASESORES EN RADIACIONES SA,INCMNSZ,Servicios,AA-012NCG001-E315-2021,,Servicios,08-06-2023,2021-01-01
2021,75972.9,2483850,MICROSCOPIA ELECTRONICA E INSUMOS SA DE CV,INCMNSZ,Servicios,AA-012NCG001-E316-2021,,Servicios,08-06-2023,2021-01-01
2021,10142650.25,2476217,WATERS SA DE CV,SENASICA,Servicios,AA-008B00001-E49-2021,,Servicios,08-06-2023,2021-03-23
2022,87400.0,2799015,INTERCOVAMEX SA DE CV,IPN,Servicios,AA-011B00001-E3081-2022,,Servicios,08-06-2023,2022-01-07
2021,247500.0,2562854,INSTRUMENTS NANOTECH SA DE CV,IPICYT,Servicios,AA-03891W001-E214-2021,,Servicios,08-06-2023,2021-08-09
2021,206958.5,2600850,ACCESORIOS PARA LABORATORIOS SA DE CV,CINVESTAV,Laboratorio,AA-011L4J995-E1498-2021,,Adquisiciones,08-06-2023,2021-10-06
2021,1496000.0,2479768,ARRENDADORA SOLEI SA DE CV,HGM,Servicios,AA-012NBD001-E97-2021,,Servicios,08-06-2023,2021-03-11
2021,45817.0,2600888,SILVERA CIENCIA E INGENIERIA SA DE CV,CINVESTAV,Camaras,AA-011L4J995-E1497-2021,,Adquisiciones,08-06-2023,2021-10-06
2022,56375.0,2931044,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,Consumibles,AA-050GYR022-E321-2022,,Adquisiciones,08-06-2023,2022-09-21
2021,31305.0,2563384,DISTRIBUIDORA DE EQUIPO MEDICO E INDUSTRIAL D,IMSS,Consumibles,AA-050GYR020-E191-2021,,Adquisiciones,08-06-2023,2021-08-11
2021,7758620.69,2479740,TECNOLOGIA Y DISENO INDUSTRIAL SAPI DE CV,IMSS,Consumibles,AA-050GYR029-E140-2021,,Adquisiciones,08-06-2023,2021-02-24
2022,19570896.0,2935087,DEWIMED SA,ISSSTE,Lamparas,AA-051GYN020-E89-2022,,Adquisiciones,08-06-2023,2022-12-21
2021,29250.0,2668559,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,,AA-050GYR082-E40-2021,,Adquisiciones,08-06-2023,2021-08-19
2021,930103.11,2567970,DETECCION MOLECULAR Y ASESORIA ANALITICA SA D,INCMNSZ,Servicios,AA-012NCG001-E1068-2021,,Servicios,08-06-2023,2021-04-01
2022,77172.0,2859277,WODATEC SA DE CV,CINVESTAV,Servicios,AA-011L4J999-E480-2022,,Servicios,08-06-2023,2022-12-09
2021,428474.0,2476191,TECNOMEDICS SA DE CV,ISSSTE,Servicios,IA-051GYN022-E22-2021,,Servicios,08-06-2023,2021-03-10
2022,403444.0,2789891,JAIME MIGUEL VAZQUEZ FLORES,SSA,Servicios,AA-012000991-E116-2022,,Servicios,08-06-2023,2022-02-05
2021,73000.0,2648104,CORPORACION ANALITICA INTEGRAL,IPN,Servicios,AA-011B00001-E556-2021,,Servicios,08-06-2023,2021-11-22
2021,3126067.97,2597903,BIOABAST SA DE CV,SEMAR,,IA-013000999-E981-2021,,Adquisiciones,08-06-2023,2021-09-23
2021,4800943.49,2597920,DEWIMED SA,SEMAR,,IA-013000999-E981-2021,,Adquisiciones,08-06-2023,2021-09-23
2021,6581519.26,2597985,SERVICIO Y VENTA DE INSUMOS MEDICOS ESPECIALI,SEMAR,,IA-013000999-E981-2021,,Adquisiciones,08-06-2023,2021-09-23
2021,49900.0,2602319,EL CRISOL SA DE CV,CINVESTAV,Laboratorio,AA-011L4J996-E97-2021,,Adquisiciones,08-06-2023,2021-10-07
2022,998611.75,2848941,INGENIERIA Y METROLOGIA CERTIFICADA PARA CALI,COLPOS,Servicios,LA-008IZC999-E78-2022,,Servicios,08-06-2023,2022-01-09
2022,817929.02,2864808,HOSPITIUM SOLUTIONS SA DE CV,SEMAR,Monitoreo,IA-013000999-E978-2022,,Adquisiciones,08-06-2023,2022-05-09
2022,4690810.0,2864814,SANABRIA CORPORATIVO MEDICO SA DE CV,SEMAR,Carro rojo,IA-013000999-E978-2022,,Adquisiciones,08-06-2023,2022-05-09
2021,63600.0,2536606,SERVICIOS BIOMEDICOS ESH SA DE CV,INER,Camas,AA-012NCD001-E217-2021,,Adquisiciones,08-06-2023,2021-06-21
2021,39682.0,2598703,STRYKER MEXICO SA DE CV,HJM,Servicios,AA-012NAW001-E734-2021,,Adquisiciones,08-06-2023,2021-10-01
2021,612000.0,2536635,ERICK GEOVANNI SERRANO ESPINDOLA,SSA,Servicios,AA-012000991-E111-2021,,Servicios,08-06-2023,2021-05-03
2022,155844.8,2951709,LLOG SA DE CV,CIDESI,,AA-0389ZU001-E139-2022,,Adquisiciones,08-06-2023,2022-08-09
2022,147980.55,2951714,GRUPO IDENTIFICACION PESAJE Y CONTROL,CIDESI,,AA-0389ZU001-E136-2022,,Adquisiciones,08-06-2023,2022-09-28
2021,21870000.0,2653357,COMPANIA INTERNACIONAL DE DISTRIBUCIONES SA D,ISSSTE,Instrumental quirurgico,LA-051GYN020-E28-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,3808800.0,2653362,MICROSCOPIOS SA DE CV,ISSSTE,Microscopio,LA-051GYN020-E28-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,139241.6,2568785,AZTEC MEDIC SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2021,123740.0,2568787,BIOS EQUIPAMIENTO TECNICO SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2022,1606343.16,2863010,MAS INSTRUMENTOS SA DE CV,SGM,Consumibles,AA-010LAU001-E156-2022,,Adquisiciones,08-06-2023,2022-09-13
2021,100716.0,2603848,KARINA AGUILAR TORRES,SGM,Servicios,AA-010LAU001-E155-2021,,Adquisiciones,08-06-2023,2021-10-08
2021,62300.0,2569207,DIMEG SA DE CV,SEMAR,,IA-013000999-E664-2021,,Adquisiciones,08-06-2023,2021-08-16
2021,193506.0,2528751,DE VECCHI INGENIEROS SA DE CV,IMSS,Servicios,AA-050GYR067-E144-2021,,Servicios,08-06-2023,2021-06-23
2022,185003.0,2926046,LEOPOLDO SILVESTRE MARTINEZ SANCHEZ,LICONSA,Servicios,AA-008VST981-E92-2022,,Servicios,08-06-2023,2022-11-14
2022,717000.0,2854627,AMC BIOMEDICAL SA DE CV,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2021,42000.0,2603441,REYES CLAUDIO ESPINOSA SOBERANES,CINVESTAV,Laboratorio,AA-011L4J996-E101-2021,,Adquisiciones,08-06-2023,2021-10-08
2022,399000.0,2854628,AMC BIOMEDICAL SA DE CV,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2021,125000.0,2478833,SERVISHELL SA DE CV,CIATEC,Servicios,AA-03890G999-E24-2021,,Servicios,08-06-2023,2021-02-01
2022,546000.0,2854631,AMC BIOMEDICAL SA DE CV,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2021,9015000.0,2649691,DIMSA INTERPRETACION MEDICA SA DE CV,IMSS,Rayos x,IA-050GYR074-E232-2021,,Adquisiciones,08-06-2023,2021-11-05
2021,5475.0,2667573,GRUPO BIOMYRE SC,IMSS,,AA-050GYR082-E16-2021,,Adquisiciones,08-06-2023,2021-03-26
2021,7175.0,2667635,GRUPO BIOMYRE SC,IMSS,,AA-050GYR082-E23-2021,,Adquisiciones,08-06-2023,2021-04-29
2021,447027.0,2603744,LOGISTICA Y TECNOLOGIAS PARA LABORATORIOS SA,VER,Laboratorio,AA-930001969-E22-2021,,Adquisiciones,08-06-2023,2021-10-07
2021,9110.0,2475714,GRUPO DISTRIBUIDOR DE BIENES INSUMOS Y SERVIC,ISSSTE,Consumibles,AA-051GYN016-E66-2021,,Adquisiciones,08-06-2023,2021-03-02
2021,235600.0,2565673,PAK BIOMEDLAND TECH CARE SA DE CV,IMSS,Servicios,AA-050GYR017-E207-2021,,Servicios,08-06-2023,2021-07-21
2022,210000.0,2794558,PABLO CESAR MURILLO TINAJERO,IMSS,Servicios,AA-050GYR033-E254-2022,,Servicios,08-06-2023,2022-10-06
2022,137000.0,2915349,DAVID OMAR MARTINEZ GONZALEZ,IMSS,Servicios,AA-050GYR082-E110-2022,,Servicios,08-06-2023,2022-01-11
2022,4108000.0,2953327,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-050GYR018-E510-2022,,Adquisiciones,08-06-2023,2022-06-30
2021,297961.1,2653431,ASESORES EN TECNOLOGIA BIOMEDICA S DE RL DE C,IMSS,,AA-050GYR028-E660-2021,,Adquisiciones,08-06-2023,2021-12-15
2022,360000.0,2953342,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-050GYR018-E510-2022,,Adquisiciones,08-06-2023,2022-06-30
2021,1883700.0,2653443,CIBERNETICA Y MEDICINA SA DE CV,IMSS,Servicios,LA-050GYR010-E309-2021,,Servicios,08-06-2023,2021-11-24
2021,318500.0,2653448,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,,AA-050GYR028-E657-2021,,Adquisiciones,08-06-2023,2021-12-15
2021,174137.93,2653451,CIBERNETICA Y MEDICINA SA DE CV,IMSS,Servicios,LA-050GYR010-E309-2021,,Servicios,08-06-2023,2021-11-24
2021,7205000.0,2648456,DHB BIOMED CONSULTANT GROUP SA DE CV,IMSS,Rayos x,AA-050GYR017-E317-2021,,Adquisiciones,08-06-2023,2021-11-20
2021,3669.25,2597091,ARMANDO ROJAS JIMENEZ,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-09-23
2022,213360.0,2955930,SOPHAMEX,IMSS,Servicios,AA-050GYR058-E648-2022,,Adquisiciones,08-06-2023,2022-06-10
2021,39600.0,2603467,BIOABAST SA DE CV,INCMNSZ,Monitoreo,AA-012NCG001-E1403-2021,,Adquisiciones,08-06-2023,2021-09-08
2021,119008.81,2535932,EQUIPAR SA DE CV,SEDENA,Laboratorio,LA-007000997-E90-2021,,Adquisiciones,08-06-2023,2021-05-18
2022,48000.0,2909603,ABASTECEDOR TERAPEUTICO SA DE CV,INCMNSZ,Monitoreo,AA-012NCG001-E2253-2022,,Adquisiciones,08-06-2023,2022-10-13
2021,6557.52,2668270,SOPORTE MEDICO INTEGRAL SA DE CV,IMSS,,AA-050GYR082-E36-2021,,Adquisiciones,08-06-2023,2021-07-02
2021,6751265.75,2597968,HOSPITIUM SOLUTIONS SA DE CV,SEMAR,,IA-013000999-E981-2021,,Adquisiciones,08-06-2023,2021-09-23
2022,99620.0,2859653,SERVICIOS P CON M DE MEXICO S DE RL DE CV,LICONSA,Servicios,AA-008VST973-E77-2022,,Servicios,08-06-2023,2022-09-13
2022,275600.0,2939946,GENERA NEGOCIOS SA DE CV,IMSS,Accesorios,AA-050GYR003-E336-2022,,Adquisiciones,08-06-2023,2022-11-17
2021,427676.0,2673345,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,IA-050GYR059-E82-2021,,Adquisiciones,08-06-2023,2021-05-05
2022,1691500.0,2844733,IMA MEDICA SA DE CV,IMSS,Consumibles,AA-050GYR020-E179-2022,,Adquisiciones,08-06-2023,2022-08-23
